response,clean_response,fieldsite,response_site,participants,date,collect_time,slow,order,pair_id
bro,bro,castro_vis,marina,vis,11/14/2025,23:12:52,0,2,367
fun,fun,castro_vis,castro,vis,11/14/2025,23:13:36,0,1,368
bougie,bougie,castro_vis,marina,vis,11/14/2025,23:13:36,0,2,368
festive,festive,castro_vis,castro,vis,11/14/2025,23:14:03,0,1,369
grovel,grovel,castro_vis,marina,vis,11/14/2025,23:14:03,0,2,369
camp,camp,castro_vis,castro,vis,11/14/2025,23:14:17,0,1,370
fake,fake,castro_vis,marina,vis,11/14/2025,23:14:17,0,2,370
chaotic,chaotic,castro_vis,castro,vis,11/14/2025,23:15:42,0,1,371
fratboys,fratboys,castro_vis,marina,vis,11/14/2025,23:15:42,0,2,371
big,big,castro_vis,castro,vis,11/14/2025,23:15:42,0,1,372
na,antitask,castro_vis,marina,vis,11/14/2025,23:15:42,0,2,372
messy,messy,castro_vis,castro,vis,11/14/2025,23:16:26,0,1,373
posh,posh,castro_vis,marina,vis,11/14/2025,23:16:26,0,2,373
beautiful,beautiful,castro_vis,castro,vis,11/14/2025,23:16:36,0,1,374
amazing,amazing,castro_vis,marina,vis,11/14/2025,23:16:36,0,2,374
effervescent,effervescent,castro_vis,castro,vis,11/14/2025,23:18:06,1,1,375
bad,bad,castro_vis,marina,vis,11/14/2025,23:18:06,0,2,375
gay,gay,castro_vis,castro,vis,11/14/2025,23:18:58,0,1,376
straight,straight,castro_vis,marina,vis,11/14/2025,23:18:58,0,2,376
fantastic,fantastic,castro_vis,castro,vis,11/14/2025,23:19:01,0,1,377
boo,boo,castro_vis,marina,vis,11/14/2025,23:19:01,0,2,377
lively,lively,castro_vis,castro,vis,11/14/2025,23:19:56,0,1,378
young,young,castro_vis,marina,vis,11/14/2025,23:19:56,0,2,378
chaotic,chaotic,castro_vis,castro,vis,11/14/2025,23:20:25,0,1,379
stupid,stupid,castro_vis,marina,vis,11/14/2025,23:20:25,0,2,379
crazy,crazy,castro_vis,castro,vis,11/14/2025,23:21:59,0,1,380
drunk,drunk,castro_vis,marina,vis,11/14/2025,23:21:59,0,2,380
whacky,whacky,castro_vis,castro,vis,11/14/2025,23:22:48,0,1,381
barbie,barbie,castro_vis,marina,vis,11/14/2025,23:22:48,0,2,381
gay,gay,castro_vis,castro,vis,11/14/2025,23:22:51,0,1,382
waterside,waterside,castro_vis,marina,vis,11/14/2025,23:22:51,0,2,382
so_fun,fun,castro_vis,marina,vis,11/14/2025,23:23:28,0,2,383
gay,gay,castro_vis,castro,vis,11/14/2025,23:23:28,0,1,383
sleepy,sleepy,castro_vis,castro,vis,11/14/2025,23:25:01,0,1,384
bougie,bougie,castro_vis,marina,vis,11/14/2025,23:25:01,0,2,384
approachable,approachable,castro_vis,castro,vis,11/14/2025,23:25:17,0,1,385
fratty,frat,castro_vis,marina,vis,11/14/2025,23:25:17,0,2,385
gay,gay,castro_vis,castro,vis,11/14/2025,23:26:08,0,1,386
white,white,castro_vis,marina,vis,11/14/2025,23:26:08,0,2,386
fun,fun,castro_vis,castro,vis,11/14/2025,23:26:59,0,1,387
boring,boring,castro_vis,marina,vis,11/14/2025,23:26:59,0,2,387
palimpsest,palimpsest,castro_vis,castro,vis,11/14/2025,23:27:13,0,1,388
antediluvian,antediluvian,castro_vis,marina,vis,11/14/2025,23:27:13,0,2,388
quaint,quaint,castro_vis,castro,vis,11/14/2025,23:28:03,0,1,389
lazy,lazy,castro_vis,marina,vis,11/14/2025,23:28:03,0,2,389
fun,fun,castro_vis,castro,vis,11/14/2025,23:28:35,0,1,390
snobby,snobby,castro_vis,marina,vis,11/14/2025,23:28:35,0,2,390
vibrant,vibrant,castro_vis,castro,vis,11/14/2025,23:29:07,0,1,391
white,white,castro_vis,marina,vis,11/14/2025,23:29:07,0,2,391
boring,boring,castro_vis,castro,vis,11/14/2025,23:30:36,0,1,392
na,antitask,castro_vis,marina,vis,11/14/2025,23:30:36,0,2,392
gay,gay,castro_vis,castro,vis,11/14/2025,23:31:20,0,1,393
view,view,castro_vis,marina,vis,11/14/2025,23:31:20,0,2,393
gay,gay,castro_vis,castro,vis,11/14/2025,23:32:09,0,1,394
white,white,castro_vis,marina,vis,11/14/2025,23:32:09,0,2,394
gay,gay,castro_vis,castro,vis,11/14/2025,23:32:53,0,1,395
straight,straight,castro_vis,marina,vis,11/14/2025,23:32:53,0,2,395
fascinating,fascinating,mission_res,castro,res,11/14/2025,11:14:32,0,1,397
fascinating,fascinating,mission_res,mission,res,11/14/2025,11:14:32,0,2,397
there’s_always_something_to_do,active,mission_res,mission,res,11/14/2025,11:19:34,1,2,398
fun,fun,mission_res,castro,res,11/14/2025,11:19:34,0,1,398
the_hood,hood,mission_res,mission,res,11/14/2025,11:19:50,0,2,399
gay,gay,mission_res,castro,res,11/14/2025,11:19:50,0,1,399
spread_out,spread,mission_res,mission,res,11/14/2025,11:20:31,1,2,400
large,large,mission_res,castro,res,11/14/2025,11:20:31,1,1,400
nice,nice,mission_res,castro,res,11/14/2025,11:21:12,0,1,401
nice,nice,mission_res,mission,res,11/14/2025,11:21:12,0,2,401
rainbow,rainbow,mission_res,castro,res,11/14/2025,11:22:58,0,1,402
culture,culture,mission_res,mission,res,11/14/2025,11:22:58,0,2,402
na,antitask,mission_res,castro,res,11/14/2025,11:23:45,1,1,403
latino,latino,mission_res,mission,res,11/14/2025,11:23:45,0,2,403
gay,gay,mission_res,castro,res,11/14/2025,11:24:59,0,1,404
colorful,colorful,mission_res,mission,res,11/14/2025,11:24:59,1,2,404
active,active,mission_res,castro,res,11/14/2025,11:26:16,1,1,405
culture,culture,mission_res,mission,res,11/14/2025,11:26:16,1,2,405
mucho_vendeo,commercial,mission_res,mission,res,11/14/2025,11:30:55,1,2,406
no,no,mission_res,castro,res,11/14/2025,11:30:55,1,1,406
normal_(para_mi),normal,mission_res,castro,res,11/14/2025,11:31:53,1,1,407
tambien,tambien,mission_res,mission,res,11/14/2025,11:31:53,0,2,407
i_don’t_know,antitask,mission_res,mission,res,11/14/2025,11:32:14,1,2,408
gay,gay,mission_res,castro,res,11/14/2025,11:32:14,0,1,408
no_se,antitask,mission_res,castro,res,11/14/2025,11:34:23,1,1,409
cultural,cultural,mission_res,mission,res,11/14/2025,11:34:23,0,2,409
colorful,colorful,mission_res,castro,res,11/14/2025,11:35:59,1,1,410
hispanic,hispanic,mission_res,mission,res,11/14/2025,11:35:59,0,2,410
vibrant,vibrant,mission_res,castro,res,11/14/2025,11:36:19,1,1,411
same,vibrant,mission_res,mission,res,11/14/2025,11:36:19,0,2,411
no_me_gusta,bad,mission_res,castro,res,11/14/2025,11:38:46,0,1,412
un_poquito_mejor,better,mission_res,mission,res,11/14/2025,11:38:46,0,2,412
gay,gay,mission_res,castro,res,11/14/2025,11:40:38,0,1,413
fun,fun,mission_res,mission,res,11/14/2025,11:40:38,1,2,413
puede_estar_mas_limpia,dirty,mission_res,mission,res,11/14/2025,11:40:56,0,2,414
bien,bien,mission_res,castro,res,11/14/2025,11:40:56,0,1,414
fun,fun,mission_res,castro,res,11/14/2025,11:41:29,0,1,415
gritty,gritty,mission_res,mission,res,11/14/2025,11:41:29,1,2,415
igual_(cultural),cultural,mission_res,mission,res,11/14/2025,11:46:52,0,2,416
tranquilo,tranquilo,mission_res,castro,res,11/14/2025,11:46:52,0,1,416
lot_of_hispanics,hispanic,mission_res,mission,res,11/14/2025,11:47:26,1,2,417
colorful,colorful,mission_res,castro,res,11/14/2025,11:47:26,0,1,417
i_don’t_know_i_don’t_come_here_often,antitask,mission_res,mission,res,11/14/2025,11:49:29,1,2,418
fun,fun,mission_res,castro,res,11/14/2025,11:49:29,0,1,418
from_here_gentrified_(turned_out…_and_many_more_words),gentrified,mission_res,mission,res,11/14/2025,11:50:52,0,2,419
chill,chill,mission_res,castro,res,11/14/2025,11:50:52,1,1,419
famoso,famoso,mission_res,castro,res,11/14/2025,11:51:46,1,1,420
latinos,latino,mission_res,mission,res,11/14/2025,11:51:46,1,2,420
flamboyant,flamboyant,mission_res,castro,res,11/14/2025,11:52:59,0,1,421
cultural,cultural,mission_res,mission,res,11/14/2025,11:52:59,1,2,421
fun,fun,mission_res,castro,res,11/14/2025,11:57:24,0,1,422
food,food,mission_res,mission,res,11/14/2025,11:57:24,0,2,422
unique,unique,mission_res,castro,res,11/14/2025,11:59:36,0,1,423
culture,culture,mission_res,mission,res,11/14/2025,11:59:36,0,2,423
rainbow,rainbow,mission_res,castro,res,11/14/2025,12:00:30,0,1,424
fun,fun,mission_res,mission,res,11/14/2025,12:00:30,1,2,424
excelente,excelente,mission_res,castro,res,11/14/2025,12:03:16,0,1,425
igual,excelente,mission_res,mission,res,11/14/2025,12:03:16,0,2,425
rainbow,rainbow,mission_res,castro,res,11/14/2025,12:03:48,0,1,426
diverse,diverse,mission_res,mission,res,11/14/2025,12:03:48,1,2,426
peligroso,peligroso,mission_res,castro,res,11/14/2025,12:04:39,0,1,427
igual,peligroso,mission_res,mission,res,11/14/2025,12:04:39,0,2,427
no_se,antitask,mission_res,castro,res,11/14/2025,12:05:45,0,1,428
es_una_calle_principal_y_es_muy_bonita,pretty,mission_res,mission,res,11/14/2025,12:05:45,0,2,428
okay,okay,mission_res,castro,res,11/14/2025,12:07:18,1,1,429
bad,bad,mission_res,mission,res,11/14/2025,12:07:18,0,2,429
entertaining,entertaining,mission_res,castro,res,11/14/2025,12:07:57,0,1,430
food,food,mission_res,mission,res,11/14/2025,12:07:57,0,2,430
fun_and_cheap_drinks,fun,mission_res,castro,res,11/14/2025,12:08:25,0,1,431
colorful,colorful,mission_res,mission,res,11/14/2025,12:08:25,1,2,431
no_se_(es_una_calle_como_otra),street,mission_res,castro,res,11/14/2025,12:09:06,1,1,432
latinoamericana,latino,mission_res,mission,res,11/14/2025,12:09:06,1,2,432
where_the_latinos_used_to_live,latino,mission_res,mission,res,11/14/2025,12:10:36,0,2,433
lgbtqixyz,lgbtqixyz,mission_res,castro,res,11/14/2025,12:10:36,0,1,433
surprising,surprising,mission_res,castro,res,11/14/2025,12:10:50,0,1,434
warm,warm,mission_res,mission,res,11/14/2025,12:10:50,1,2,434
mucho_gay,gay,mission_res,castro,res,11/14/2025,12:12:31,0,1,435
mucho_latino_comida,latino,mission_res,mission,res,11/14/2025,12:12:31,0,2,435
distraerse_bares,bars,mission_res,castro,res,11/14/2025,12:13:39,0,1,436
latino,latino,mission_res,mission,res,11/14/2025,12:13:39,0,2,436
just_buildings,buildings,mission_res,mission,res,11/14/2025,12:13:43,0,2,437
fun,fun,mission_res,castro,res,11/14/2025,12:13:43,1,1,437
crowds,crowds,mission_res,castro,res,11/14/2025,12:15:56,0,1,438
food,food,mission_res,mission,res,11/14/2025,12:15:56,0,2,438
fun,fun,mission_res,castro,res,11/14/2025,12:16:53,0,1,439
fun,fun,mission_res,mission,res,11/14/2025,12:16:53,1,2,439
fun,fun,mission_res,castro,res,11/14/2025,12:18:26,0,1,440
fun,fun,mission_res,mission,res,11/14/2025,12:18:26,0,2,440
gay_pride,gay,mission_res,castro,res,11/14/2025,12:18:55,1,1,441
nothing,nothing,mission_res,mission,res,11/14/2025,12:18:55,0,2,441
pésimo_(cost),expensive,mission_res,castro,res,11/14/2025,12:20:43,0,1,442
pésimo_(cost),expensive,mission_res,mission,res,11/14/2025,12:20:43,0,2,442
historic,historic,mission_res,castro,res,11/14/2025,12:21:56,0,1,443
historic,historic,mission_res,mission,res,11/14/2025,12:21:56,0,2,443
vibrant,vibrant,mission_res,castro,res,11/14/2025,12:23:16,0,1,444
fun,fun,mission_res,mission,res,11/14/2025,12:23:16,0,2,444
gay,gay,mission_res,castro,res,11/14/2025,12:23:43,0,1,445
fun,fun,mission_res,mission,res,11/14/2025,12:23:43,1,2,445
gay,gay,mission_res,castro,res,11/14/2025,12:24:25,0,1,446
mexican,mexican,mission_res,mission,res,11/14/2025,12:24:25,0,2,446
gay,gay,mission_res,castro,res,11/14/2025,12:24:49,0,1,447
fun,fun,mission_res,mission,res,11/14/2025,12:24:49,0,2,447
gay,gay,mission_res,castro,res,11/14/2025,12:24:56,0,1,448
latino,latino,mission_res,mission,res,11/14/2025,12:24:56,0,2,448
multicultural,multicultural,mission_res,castro,res,11/14/2025,12:27:11,0,1,449
same,multicultural,mission_res,mission,res,11/14/2025,12:27:11,0,2,449
rainbow,rainbow,mission_res,castro,res,11/14/2025,12:27:36,0,1,450
diverse,diverse,mission_res,mission,res,11/14/2025,12:27:36,1,2,450
gay,gay,mission_res,castro,res,11/14/2025,12:28:09,0,1,451
latina/o,latino,mission_res,mission,res,11/14/2025,12:28:09,0,2,451
cultural,cultural,mission_res,castro,res,11/14/2025,12:28:11,0,1,452
food,food,mission_res,mission,res,11/14/2025,12:28:11,1,2,452
i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:30:11,1,2,453
gay,gay,mission_res,castro,res,11/14/2025,12:30:11,0,1,453
mas_peligroso,peligroso,mission_res,mission,res,11/14/2025,12:31:38,0,2,454
normal,normal,mission_res,castro,res,11/14/2025,12:31:38,0,1,454
fun,fun,mission_res,castro,res,11/14/2025,12:33:40,0,1,455
fun,fun,mission_res,mission,res,11/14/2025,12:33:40,1,2,455
fun,fun,mission_res,castro,res,11/14/2025,12:33:42,0,1,456
fun,fun,mission_res,mission,res,11/14/2025,12:33:42,0,2,456
tourists,tourists,mission_res,castro,res,11/14/2025,12:34:14,0,1,457
culture,culture,mission_res,mission,res,11/14/2025,12:34:14,0,2,457
gay,gay,mission_res,castro,res,11/14/2025,12:36:59,0,1,458
sunny,sunny,mission_res,mission,res,11/14/2025,12:36:59,0,2,458
people_go_for_a_fun_time,fun,mission_res,castro,res,11/14/2025,12:37:12,1,1,459
community,community,mission_res,mission,res,11/14/2025,12:37:12,0,2,459
gay,gay,mission_res,castro,res,11/14/2025,12:38:01,0,1,460
fun,fun,mission_res,mission,res,11/14/2025,12:38:01,1,2,460
i_don’t_come_here_often,antitask,mission_res,mission,res,11/14/2025,12:40:31,1,2,461
gay,gay,mission_res,castro,res,11/14/2025,12:40:31,0,1,461
vibrant,vibrant,mission_res,castro,res,11/14/2025,12:41:45,0,1,462
vibrant,vibrant,mission_res,mission,res,11/14/2025,12:41:45,0,2,462
cultural,cultural,mission_res,castro,res,11/14/2025,12:42:36,0,1,463
fun,fun,mission_res,mission,res,11/14/2025,12:42:36,0,2,463
flamboyant,flamboyant,mission_res,castro,res,11/14/2025,12:44:06,0,1,464
okay,okay,mission_res,mission,res,11/14/2025,12:44:06,1,2,464
i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:45:21,0,2,465
colorful,colorful,mission_res,castro,res,11/14/2025,12:45:21,0,1,465
rainbow,rainbow,mission_res,castro,res,11/14/2025,12:47:07,0,1,466
fun,fun,mission_res,mission,res,11/14/2025,12:47:07,1,2,466
gay,gay,mission_res,castro,res,11/14/2025,12:49:23,0,1,467
different,different,mission_res,mission,res,11/14/2025,12:49:23,1,2,467
i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:51:02,1,2,468
gay,gay,mission_res,castro,res,11/14/2025,12:51:02,0,1,468
colorful,colorful,mission_res,castro,res,11/14/2025,12:52:01,0,1,469
diverse,diverse,mission_res,mission,res,11/14/2025,12:52:01,1,2,469
fun,fun,mission_res,castro,res,11/14/2025,12:54:00,0,1,470
fun,fun,mission_res,mission,res,11/14/2025,12:54:00,0,2,470
even_more_fun,fun,mission_res,mission,res,11/14/2025,12:54:36,0,2,471
fun,fun,mission_res,castro,res,11/14/2025,12:54:36,0,1,471
wild,wild,mission_res,castro,res,11/14/2025,12:55:24,1,1,472
food,food,mission_res,mission,res,11/14/2025,12:55:24,0,2,472
gay,gay,mission_res,castro,res,11/14/2025,12:55:47,0,1,473
diverse,diverse,mission_res,mission,res,11/14/2025,12:55:47,1,2,473
no_tengo_mal_pensamiento,euphemism,mission_res,castro,res,11/14/2025,12:56:42,0,1,474
fue_muy_bonita_para_el_latino,latino,mission_res,mission,res,11/14/2025,12:56:42,0,2,474
gay,gay,mission_res,castro,res,11/14/2025,12:58:28,0,1,475
home,home,mission_res,mission,res,11/14/2025,12:58:28,0,2,475
gay,gay,mission_res,castro,res,11/14/2025,13:00:11,0,1,476
fun,fun,mission_res,mission,res,11/14/2025,13:00:11,0,2,476
gay,gay,mission_res,castro,res,11/14/2025,13:00:49,0,1,477
cultural,cultural,mission_res,mission,res,11/14/2025,13:00:49,0,2,477
gay,gay,mission_res,castro,vis,11/14/2025,20:45:05,0,1,478
food,food,mission_res,mission,vis,11/14/2025,20:45:05,0,2,478
multitude,multitude,castro_vis,castro,vis,11/14/2025,20:46:12,0,1,479
burrito,burrito,castro_vis,mission,vis,11/14/2025,20:46:12,0,2,479
gay,gay,castro_vis,castro,vis,11/14/2025,20:46:31,0,1,480
latina,latino,castro_vis,mission,vis,11/14/2025,20:46:31,0,2,480
fun,fun,castro_vis,castro,vis,11/14/2025,20:47:13,0,1,481
latin,latino,castro_vis,mission,vis,11/14/2025,20:47:13,0,2,481
gay,gay,castro_vis,castro,vis,11/14/2025,20:47:20,0,1,482
diverse,diverse,castro_vis,mission,vis,11/14/2025,20:47:20,0,2,482
gay,gay,castro_vis,castro,vis,11/14/2025,20:47:31,0,1,483
cultural,cultural,castro_vis,mission,vis,11/14/2025,20:47:31,0,2,483
vibrant,vibrant,castro_vis,castro,vis,11/14/2025,20:47:52,0,1,484
culture,culture,castro_vis,mission,vis,11/14/2025,20:47:52,0,2,484
gay,gay,castro_vis,castro,vis,11/14/2025,20:48:43,0,1,485
poop,poop,castro_vis,mission,vis,11/14/2025,20:48:43,0,2,485
touristy,tourists,castro_vis,castro,vis,11/14/2025,20:48:58,0,1,486
cultural,cultural,castro_vis,mission,vis,11/14/2025,20:48:58,0,2,486
helpful_historical,helpful,castro_vis,mission,vis,11/14/2025,20:49:20,0,2,487
queer,queer,castro_vis,castro,vis,11/14/2025,20:49:20,0,1,487
rainbow,rainbow,castro_vis,castro,vis,11/14/2025,20:49:36,0,1,488
hipster,hipster,castro_vis,mission,vis,11/14/2025,20:49:36,0,2,488
good_food,food,castro_vis,mission,vis,11/14/2025,20:50:02,0,2,489
fun,fun,castro_vis,castro,vis,11/14/2025,20:50:02,0,1,489
vibrant,vibrant,castro_vis,castro,vis,11/14/2025,20:50:13,0,1,490
wild,wild,castro_vis,mission,vis,11/14/2025,20:50:13,0,2,490
fun,fun,castro_vis,castro,vis,11/14/2025,20:51:12,0,1,491
fun,fun,castro_vis,mission,vis,11/14/2025,20:51:12,0,2,491
fun,fun,castro_vis,castro,vis,11/14/2025,20:51:28,0,1,492
fun,fun,castro_vis,mission,vis,11/14/2025,20:51:28,0,2,492
quaint,quaint,castro_vis,castro,vis,11/14/2025,20:51:46,0,1,493
na,antitask,castro_vis,mission,vis,11/14/2025,20:51:46,0,2,493
gay,gay,castro_vis,castro,vis,11/14/2025,20:52:12,0,1,494
latino,latino,castro_vis,mission,vis,11/14/2025,20:52:12,0,2,494
pretty_gay,gay,castro_vis,mission,vis,11/14/2025,20:52:29,0,2,495
gay,gay,castro_vis,castro,vis,11/14/2025,20:52:29,0,1,495
gay,gay,castro_vis,castro,vis,11/14/2025,20:53:21,0,1,496
young,young,castro_vis,mission,vis,11/14/2025,20:53:21,0,2,496
crowded,crowded,castro_vis,castro,vis,11/14/2025,20:53:29,0,1,497
dangerous,dangerous,castro_vis,mission,vis,11/14/2025,20:53:29,0,2,497
la_rasa,rasa,castro_vis,mission,vis,11/14/2025,20:54:30,0,2,498
gay,gay,castro_vis,castro,vis,11/14/2025,20:54:30,0,1,498
iconic,iconic,castro_vis,castro,vis,11/14/2025,20:54:40,0,1,499
home,home,castro_vis,mission,vis,11/14/2025,20:54:40,0,2,499
blended,blended,castro_vis,castro,vis,11/14/2025,20:55:20,0,1,500
spicy,spicy,castro_vis,mission,vis,11/14/2025,20:55:20,0,2,500
envigorating,envigorating,castro_vis,castro,vis,11/14/2025,20:56:08,0,1,501
culture,culture,castro_vis,mission,vis,11/14/2025,20:56:08,0,2,501
working_class,working_class,castro_vis,mission,vis,11/14/2025,20:57:00,0,2,502
eclectic,eclectic,castro_vis,castro,vis,11/14/2025,20:57:00,0,1,502
nice_beautiful_good_food,nice,castro_vis,mission,vis,11/14/2025,20:58:16,0,2,503
amazing,amazing,castro_vis,castro,vis,11/14/2025,20:58:16,0,1,503
lively,lively,castro_vis,castro,vis,11/14/2025,20:58:19,0,1,504
cultural,cultural,castro_vis,mission,vis,11/14/2025,20:58:19,0,2,504
gay,gay,castro_vis,castro,vis,11/14/2025,21:00:03,0,1,505
gritty,gritty,castro_vis,mission,vis,11/14/2025,21:00:03,0,2,505
open,open,castro_vis,castro,vis,11/14/2025,21:01:12,1,1,506
flamboyant,flamboyant,castro_vis,mission,vis,11/14/2025,21:01:12,1,2,506
vibrant,vibrant,castro_vis,castro,vis,11/14/2025,21:01:35,0,1,507
na,antitask,castro_vis,mission,vis,11/14/2025,21:01:35,0,2,507
lively,lively,castro_vis,castro,vis,11/14/2025,21:01:51,0,1,508
classic,classic,castro_vis,mission,vis,11/14/2025,21:01:51,0,2,508
gay,gay,castro_vis,castro,vis,11/14/2025,21:03:08,0,1,509
food,food,castro_vis,mission,vis,11/14/2025,21:03:08,0,2,509
lively,lively,castro_vis,castro,vis,11/14/2025,21:03:59,0,1,510
bars,bars,castro_vis,mission,vis,11/14/2025,21:03:59,0,2,510
gay,gay,castro_vis,castro,vis,11/14/2025,21:04:46,0,1,511
mexican,mexican,castro_vis,mission,vis,11/14/2025,21:04:46,0,2,511
political,political,castro_vis,castro,vis,11/14/2025,21:05:35,1,1,512
diverse,diverse,castro_vis,mission,vis,11/14/2025,21:05:35,0,2,512
alive,alive,castro_vis,castro,vis,11/14/2025,21:06:23,0,1,513
flamboyant,flamboyant,castro_vis,mission,vis,11/14/2025,21:06:23,1,2,513
gay,gay,castro_vis,castro,vis,11/14/2025,21:06:31,0,1,514
fun,fun,castro_vis,mission,vis,11/14/2025,21:06:31,0,2,514
gay,gay,castro_vis,castro,vis,11/14/2025,21:07:32,0,1,515
walking,walking,castro_vis,mission,vis,11/14/2025,21:07:32,0,2,515
gay,gay,castro_vis,castro,vis,11/14/2025,21:08:05,0,1,516
colorful,colorful,castro_vis,mission,vis,11/14/2025,21:08:05,0,2,516
gay_as_a_goose,gay,castro_vis,castro,vis,11/14/2025,21:08:42,0,1,517
español,español,castro_vis,mission,vis,11/14/2025,21:08:42,0,2,517
queer,queer,castro_vis,castro,vis,11/14/2025,21:08:58,0,1,518
hola,hola,castro_vis,mission,vis,11/14/2025,21:08:58,0,2,518
gay,gay,castro_vis,castro,vis,11/14/2025,21:09:19,0,1,519
culture,culture,castro_vis,mission,vis,11/14/2025,21:09:19,0,2,519
plain,plain,castro_vis,castro,vis,11/14/2025,21:10:10,0,1,520
food,food,castro_vis,mission,vis,11/14/2025,21:10:10,0,2,520
dead,dead,castro_vis,castro,vis,11/14/2025,21:12:01,0,1,521
na,antitask,castro_vis,mission,vis,11/14/2025,21:12:01,0,2,521
fun,fun,castro_vis,castro,vis,11/14/2025,21:12:14,0,1,522
chaotic,chaotic,castro_vis,mission,vis,11/14/2025,21:12:14,0,2,522
fun_and_diverse,fun,castro_vis,mission,vis,11/14/2025,21:13:32,0,2,523
festive,festive,castro_vis,castro,vis,11/14/2025,21:13:32,1,1,523
fun,fun,castro_vis,castro,vis,11/14/2025,21:14:07,0,1,524
fun,fun,castro_vis,mission,vis,11/14/2025,21:14:07,0,2,524
diverse,diverse,castro_vis,castro,vis,11/14/2025,21:14:50,0,1,525
diverse,diverse,castro_vis,mission,vis,11/14/2025,21:14:50,0,2,525
gay,gay,castro_vis,castro,vis,11/14/2025,21:15:39,0,1,526
mexican,mexican,castro_vis,mission,vis,11/14/2025,21:15:39,0,2,526
gay,gay,castro_vis,castro,vis,11/14/2025,21:16:55,0,1,527
culture,culture,castro_vis,mission,vis,11/14/2025,21:16:55,0,2,527
wild,wild,castro_vis,castro,vis,11/14/2025,21:16:57,0,1,528
chill,chill,castro_vis,mission,vis,11/14/2025,21:16:57,0,2,528
wondrous,wondrous,castro_vis,castro,vis,11/14/2025,21:19:04,0,1,529
fabulous,fabulous,castro_vis,mission,vis,11/14/2025,21:19:04,0,2,529
lively,lively,castro_vis,castro,vis,11/14/2025,21:20:01,0,1,530
cultural,cultural,castro_vis,mission,vis,11/14/2025,21:20:01,0,2,530
gay,gay,castro_vis,castro,vis,11/14/2025,21:20:08,0,1,531
hispanic,hispanic,castro_vis,mission,vis,11/14/2025,21:20:08,0,2,531
gay,gay,castro_vis,castro,vis,11/14/2025,21:21:22,0,1,532
artsy,artsy,castro_vis,mission,vis,11/14/2025,21:21:22,0,2,532
gay,gay,castro_vis,castro,vis,11/14/2025,21:21:25,0,1,533
alot,alot,castro_vis,mission,vis,11/14/2025,21:21:25,0,2,533
bountiful,bountiful,castro_vis,castro,vis,11/14/2025,21:22:19,0,1,534
pig,pig,castro_vis,mission,vis,11/14/2025,21:22:19,0,2,534
vibrant,vibrant,castro_vis,castro,vis,11/14/2025,21:23:31,0,1,535
multicultural,multicultural,castro_vis,mission,vis,11/14/2025,21:23:31,0,2,535
bright,bright,castro_vis,castro,vis,11/14/2025,21:23:59,1,1,536
burritos,burrito,castro_vis,mission,vis,11/14/2025,21:23:59,0,2,536
fun,fun,castro_vis,castro,vis,11/14/2025,21:24:49,0,1,537
edgy,edgy,castro_vis,mission,vis,11/14/2025,21:24:49,0,2,537
gay,gay,castro_vis,castro,vis,11/14/2025,21:25:39,0,1,538
intriguing,intriguing,castro_vis,mission,vis,11/14/2025,21:25:39,0,2,538
gay,gay,castro_vis,castro,vis,11/14/2025,21:25:53,0,1,539
authentic,authentic,castro_vis,mission,vis,11/14/2025,21:25:53,0,2,539
faggots,faggots,castro_vis,castro,vis,11/14/2025,21:26:24,0,1,540
mexicans,mexican,castro_vis,mission,vis,11/14/2025,21:26:24,0,2,540
gay,gay,castro_vis,castro,vis,11/14/2025,21:26:29,0,1,541
latinos,latino,castro_vis,mission,vis,11/14/2025,21:26:29,1,2,541
good_food,food,castro_vis,mission,vis,11/14/2025,21:26:56,0,2,542
fabulous,fabulous,castro_vis,castro,vis,11/14/2025,21:26:56,0,1,542
unique,unique,castro_vis,castro,vis,11/14/2025,21:27:24,0,1,543
expensive,expensive,castro_vis,mission,vis,11/14/2025,21:27:24,0,2,543
gay,gay,castro_vis,castro,vis,11/14/2025,21:28:01,0,1,544
cozy,cozy,castro_vis,mission,vis,11/14/2025,21:28:01,0,2,544
real,real,castro_vis,castro,vis,11/14/2025,21:28:08,0,1,545
grimy,grimy,castro_vis,mission,vis,11/14/2025,21:28:08,0,2,545
unity,unity,castro_vis,castro,vis,11/14/2025,21:28:15,1,1,546
gentrification,gentrified,castro_vis,mission,vis,11/14/2025,21:28:15,1,2,546
new,new,castro_vis,castro,vis,11/14/2025,21:28:59,0,1,547
colorful,colorful,castro_vis,mission,vis,11/14/2025,21:28:59,0,2,547
slut,slut,castro_vis,castro,vis,11/14/2025,21:30:06,0,1,548
gross,gross,castro_vis,mission,vis,11/14/2025,21:30:06,0,2,548
fun,fun,castro_vis,castro,vis,11/14/2025,21:30:30,0,1,549
delicious,delicious,castro_vis,mission,vis,11/14/2025,21:30:30,0,2,549
fun,fun,castro_vis,castro,vis,11/14/2025,21:31:19,0,1,550
delightful,delightful,castro_vis,mission,vis,11/14/2025,21:31:19,0,2,550
elaborate,elaborate,castro_vis,castro,vis,11/14/2025,21:32:09,0,1,551
extravagant,extravagant,castro_vis,mission,vis,11/14/2025,21:32:09,0,2,551
fun,fun,castro_vis,castro,vis,11/14/2025,21:32:50,0,1,552
