index,response,clean_response,fieldsite,response_site,participants,date,collect_time,slow,order,pair_id,category
618,a_lot_going_on,bustling,marina_res,marina,res,11/19/2025,16:42:31,0.0,2,309,chaotic
619,fun,fun,marina_res,castro,res,11/19/2025,16:42:31,0.0,1,309,fun
620,don't_know_(i'm_visitng),antitask,marina_res,castro,res,11/19/2025,16:43:44,0.0,1,310,antitask
621,friendly,friendly,marina_res,marina,res,11/19/2025,16:43:44,0.0,2,310,other
622,fun,fun,marina_res,castro,res,11/19/2025,16:45:00,0.0,1,311,fun
623,young,young,marina_res,marina,res,11/19/2025,16:45:00,0.0,2,311,young
624,fun,fun,marina_res,castro,res,11/19/2025,16:48:33,0.0,1,312,fun
625,water,water,marina_res,marina,res,11/19/2025,16:48:33,1.0,2,312,geography
626,gay_mecca,gay,marina_res,castro,res,11/19/2025,16:51:02,0.0,1,313,gay
627,tech_bros_and_gals,tech,marina_res,marina,res,11/19/2025,16:51:02,0.0,2,313,gentrified
628,i'm_not_from_here,antitask,marina_res,castro,res,11/19/2025,16:54:58,0.0,1,314,antitask
629,bubbly,bubbly,marina_res,marina,res,11/19/2025,16:54:58,0.0,2,314,nice
630,fun,fun,marina_res,castro,res,11/19/2025,16:56:59,0.0,1,315,fun
631,beautiful,beautiful,marina_res,marina,res,11/19/2025,16:56:59,0.0,2,315,nice
632,fun,fun,castro_vis,castro,vis,11/14/2025,21:40:18,0.0,1,316,fun
633,gross,gross,castro_vis,marina,vis,11/14/2025,21:40:18,0.0,2,316,bad
634,fun,fun,castro_vis,castro,vis,11/14/2025,22:28:01,0.0,1,317,fun
635,residential,residential,castro_vis,marina,vis,11/14/2025,22:28:01,0.0,2,317,community
636,undefined,undefined,castro_vis,castro,vis,11/14/2025,22:32:43,0.0,1,318,special
637,yuppie,yuppie,castro_vis,marina,vis,11/14/2025,22:32:43,0.0,2,318,other
638,lively,lively,castro_vis,castro,vis,11/14/2025,22:41:03,0.0,1,319,fun
639,white,white,castro_vis,marina,vis,11/14/2025,22:41:03,0.0,2,319,normative
640,alive,alive,castro_vis,castro,vis,11/14/2025,22:41:48,0.0,1,320,nice
641,chill,chill,castro_vis,marina,vis,11/14/2025,22:41:48,0.0,2,320,nice
642,lively,lively,castro_vis,castro,vis,11/14/2025,22:43:12,0.0,1,321,fun
643,plain,plain,castro_vis,marina,vis,11/14/2025,22:43:12,0.0,2,321,normative
644,espectaculo,espectaculo,castro_vis,castro,vis,11/14/2025,22:44:25,0.0,1,322,fun
645,españa,españa,castro_vis,marina,vis,11/14/2025,22:44:25,0.0,2,322,latino
646,declining,declining,castro_vis,castro,vis,11/14/2025,22:44:29,0.0,1,323,boring
647,unbeknownst,unbeknownst,castro_vis,marina,vis,11/14/2025,22:44:29,0.0,2,323,antitask
648,gay,gay,castro_vis,castro,vis,11/14/2025,22:45:06,0.0,1,324,gay
649,wet,wet,castro_vis,marina,vis,11/14/2025,22:45:06,0.0,2,324,weather
650,fun,fun,castro_vis,castro,vis,11/14/2025,22:45:10,0.0,1,325,fun
651,unfun,unfun,castro_vis,marina,vis,11/14/2025,22:45:10,0.0,2,325,boring
652,friendly,friendly,castro_vis,castro,vis,11/14/2025,22:45:43,0.0,1,326,other
653,touristy,tourists,castro_vis,marina,vis,11/14/2025,22:45:43,0.0,2,326,other
654,less_tolerant,less_tolerant,castro_vis,marina,vis,11/14/2025,22:46:04,0.0,2,327,bad
655,tolerant,tolerant,castro_vis,castro,vis,11/14/2025,22:46:04,0.0,1,327,open
656,gay,gay,castro_vis,castro,vis,11/14/2025,22:46:20,0.0,1,328,gay
657,rich,rich,castro_vis,marina,vis,11/14/2025,22:46:20,0.0,2,328,gentrified
658,zesty,zesty,castro_vis,castro,vis,11/14/2025,22:46:53,0.0,1,329,gay
659,unseasoned,unseasoned,castro_vis,marina,vis,11/14/2025,22:46:53,1.0,2,329,normative
660,great,great,castro_vis,castro,vis,11/14/2025,22:47:24,0.0,1,330,fun
661,sorority,sorority,castro_vis,marina,vis,11/14/2025,22:47:24,0.0,2,330,normative
662,fun,fun,castro_vis,castro,vis,11/14/2025,22:49:49,0.0,1,331,fun
663,beautiful,beautiful,castro_vis,marina,vis,11/14/2025,22:49:49,0.0,2,331,nice
664,underwhelming,underwhelming,castro_vis,castro,vis,11/14/2025,22:49:54,0.0,1,332,boring
665,touristy,tourists,castro_vis,marina,vis,11/14/2025,22:49:54,0.0,2,332,other
666,gay,gay,castro_vis,castro,vis,11/14/2025,22:50:21,0.0,1,333,gay
667,posh,posh,castro_vis,marina,vis,11/14/2025,22:50:21,0.0,2,333,gentrified
668,gay,gay,castro_vis,castro,vis,11/14/2025,22:50:43,0.0,1,334,gay
669,straight,straight,castro_vis,marina,vis,11/14/2025,22:50:43,0.0,2,334,normative
670,fun,fun,castro_vis,castro,vis,11/14/2025,22:50:56,0.0,1,335,fun
671,boring,boring,castro_vis,marina,vis,11/14/2025,22:50:56,0.0,2,335,boring
672,fun,fun,castro_vis,castro,vis,11/14/2025,22:51:29,0.0,1,336,fun
673,racist,racist,castro_vis,marina,vis,11/14/2025,22:51:29,0.0,2,336,other
674,hilly,hilly,castro_vis,castro,vis,11/14/2025,22:51:41,0.0,1,337,geography
675,flat,flat,castro_vis,marina,vis,11/14/2025,22:51:41,0.0,2,337,geography
676,gay,gay,castro_vis,castro,vis,11/14/2025,22:52:03,0.0,1,338,gay
677,white,white,castro_vis,marina,vis,11/14/2025,22:52:03,0.0,2,338,normative
678,iconic,iconic,castro_vis,castro,vis,11/14/2025,22:52:49,0.0,1,339,special
679,bro,bro,castro_vis,marina,vis,11/14/2025,22:52:49,0.0,2,339,normative
680,gay,gay,castro_vis,castro,vis,11/14/2025,22:53:14,0.0,1,340,gay
681,bro,bro,castro_vis,marina,vis,11/14/2025,22:53:14,0.0,2,340,normative
682,gay,gay,castro_vis,castro,vis,11/14/2025,22:53:24,0.0,1,341,gay
683,white,white,castro_vis,marina,vis,11/14/2025,22:53:24,0.0,2,341,normative
684,gay,gay,castro_vis,castro,vis,11/14/2025,22:54:02,0.0,1,342,gay
685,basic,basic,castro_vis,marina,vis,11/14/2025,22:54:02,0.0,2,342,normative
686,love,love,castro_vis,castro,vis,11/14/2025,22:54:28,0.0,1,343,gay
687,na,antitask,castro_vis,marina,vis,11/14/2025,22:54:28,0.0,2,343,antitask
688,crazy,crazy,castro_vis,castro,vis,11/14/2025,22:54:32,0.0,1,344,chaotic
689,horrible,horrible,castro_vis,marina,vis,11/14/2025,22:54:32,0.0,2,344,bad
690,gay,gay,castro_vis,castro,vis,11/14/2025,22:55:08,0.0,1,345,gay
691,rich,rich,castro_vis,marina,vis,11/14/2025,22:55:08,0.0,2,345,gentrified
692,gay,gay,castro_vis,castro,vis,11/14/2025,22:56:02,0.0,1,346,gay
693,bonito,bonito,castro_vis,marina,vis,11/14/2025,22:56:02,0.0,2,346,nice
694,wonderful,wonderful,castro_vis,castro,vis,11/14/2025,22:56:19,0.0,1,347,fun
695,na,antitask,castro_vis,marina,vis,11/14/2025,22:56:19,0.0,2,347,antitask
696,gay,gay,castro_vis,castro,vis,11/14/2025,22:56:29,0.0,1,348,gay
697,gay,gay,castro_vis,marina,vis,11/14/2025,22:56:29,0.0,2,348,gay
698,gay,gay,castro_vis,castro,vis,11/14/2025,22:57:37,0.0,1,349,gay
699,tech,tech,castro_vis,marina,vis,11/14/2025,22:57:37,0.0,2,349,gentrified
700,home,home,castro_vis,castro,vis,11/14/2025,22:58:11,0.0,1,350,community
701,ghetto,ghetto,castro_vis,marina,vis,11/14/2025,22:58:11,0.0,2,350,gritty
702,flamboyant,flamboyant,castro_vis,castro,vis,11/14/2025,22:59:23,0.0,1,351,gay
703,happy,happy,castro_vis,marina,vis,11/14/2025,22:59:23,0.0,2,351,nice
704,community,community,castro_vis,castro,vis,11/14/2025,23:00:10,0.0,1,352,community
705,bro,bro,castro_vis,marina,vis,11/14/2025,23:00:10,0.0,2,352,normative
706,joy,joy,castro_vis,castro,vis,11/14/2025,23:01:49,0.0,1,353,fun
707,snarky,snarky,castro_vis,marina,vis,11/14/2025,23:01:49,0.0,2,353,bad
708,unique,unique,castro_vis,castro,vis,11/14/2025,23:02:09,0.0,1,354,other
709,peaceful,peaceful,castro_vis,marina,vis,11/14/2025,23:02:09,0.0,2,354,nice
710,perfect,perfect,castro_vis,castro,vis,11/14/2025,23:02:35,0.0,1,355,nice
711,straight,straight,castro_vis,marina,vis,11/14/2025,23:02:35,0.0,2,355,normative
712,messy,messy,castro_vis,castro,vis,11/14/2025,23:03:06,0.0,1,356,chaotic
713,sterile,sterile,castro_vis,marina,vis,11/14/2025,23:03:06,0.0,2,356,boring
714,gay,gay,castro_vis,castro,vis,11/14/2025,23:04:48,0.0,1,357,gay
715,straight,straight,castro_vis,marina,vis,11/14/2025,23:04:48,0.0,2,357,normative
716,gay,gay,castro_vis,castro,vis,11/14/2025,23:05:18,0.0,1,358,gay
717,white,white,castro_vis,marina,vis,11/14/2025,23:05:18,0.0,2,358,normative
718,fabulous,fabulous,castro_vis,castro,vis,11/14/2025,23:06:13,0.0,1,359,gay
719,posh,posh,castro_vis,marina,vis,11/14/2025,23:06:13,0.0,2,359,gentrified
720,cunt,cunt,castro_vis,castro,vis,11/14/2025,23:07:41,0.0,1,360,fun
721,gentrified,gentrified,castro_vis,marina,vis,11/14/2025,23:07:41,0.0,2,360,gentrified
722,faggy,faggy,castro_vis,castro,vis,11/14/2025,23:07:53,0.0,1,361,gay
723,tech,tech,castro_vis,marina,vis,11/14/2025,23:07:53,0.0,2,361,gentrified
724,gay,gay,castro_vis,castro,vis,11/14/2025,23:10:43,0.0,1,362,gay
725,straight,straight,castro_vis,marina,vis,11/14/2025,23:10:43,0.0,2,362,normative
726,gay,gay,castro_vis,castro,vis,11/14/2025,23:10:48,0.0,1,363,gay
727,snooty,snooty,castro_vis,marina,vis,11/14/2025,23:10:48,0.0,2,363,gentrified
728,gay,gay,castro_vis,castro,vis,11/14/2025,23:11:47,0.0,1,364,gay
729,straight,straight,castro_vis,marina,vis,11/14/2025,23:11:47,0.0,2,364,normative
730,home,home,castro_vis,castro,vis,11/14/2025,23:11:56,0.0,1,365,community
731,ivy,ivy,castro_vis,marina,vis,11/14/2025,23:11:56,0.0,2,365,gentrified
732,gay,gay,castro_vis,castro,vis,11/14/2025,23:12:48,0.0,1,366,gay
733,lame,lame,castro_vis,marina,vis,11/14/2025,23:12:48,0.0,2,366,boring
734,fun,fun,castro_vis,castro,vis,11/14/2025,23:12:52,0.0,1,367,fun
735,bro,bro,castro_vis,marina,vis,11/14/2025,23:12:52,0.0,2,367,normative
736,fun,fun,castro_vis,castro,vis,11/14/2025,23:13:36,0.0,1,368,fun
737,bougie,bougie,castro_vis,marina,vis,11/14/2025,23:13:36,0.0,2,368,gentrified
738,festive,festive,castro_vis,castro,vis,11/14/2025,23:14:03,0.0,1,369,fun
739,grovel,grovel,castro_vis,marina,vis,11/14/2025,23:14:03,0.0,2,369,other
740,camp,camp,castro_vis,castro,vis,11/14/2025,23:14:17,0.0,1,370,gay
741,fake,fake,castro_vis,marina,vis,11/14/2025,23:14:17,0.0,2,370,bad
742,chaotic,chaotic,castro_vis,castro,vis,11/14/2025,23:15:42,0.0,1,371,chaotic
743,fratboys,fratboys,castro_vis,marina,vis,11/14/2025,23:15:42,0.0,2,371,normative
744,big,big,castro_vis,castro,vis,11/14/2025,23:15:42,0.0,1,372,geography
745,na,antitask,castro_vis,marina,vis,11/14/2025,23:15:42,0.0,2,372,antitask
746,messy,messy,castro_vis,castro,vis,11/14/2025,23:16:26,0.0,1,373,chaotic
747,posh,posh,castro_vis,marina,vis,11/14/2025,23:16:26,0.0,2,373,gentrified
748,beautiful,beautiful,castro_vis,castro,vis,11/14/2025,23:16:36,0.0,1,374,nice
749,amazing,amazing,castro_vis,marina,vis,11/14/2025,23:16:36,0.0,2,374,fun
750,effervescent,effervescent,castro_vis,castro,vis,11/14/2025,23:18:06,1.0,1,375,fun
751,bad,bad,castro_vis,marina,vis,11/14/2025,23:18:06,0.0,2,375,bad
752,gay,gay,castro_vis,castro,vis,11/14/2025,23:18:58,0.0,1,376,gay
753,straight,straight,castro_vis,marina,vis,11/14/2025,23:18:58,0.0,2,376,normative
754,fantastic,fantastic,castro_vis,castro,vis,11/14/2025,23:19:01,0.0,1,377,fun
755,boo,boo,castro_vis,marina,vis,11/14/2025,23:19:01,0.0,2,377,bad
756,lively,lively,castro_vis,castro,vis,11/14/2025,23:19:56,0.0,1,378,fun
757,young,young,castro_vis,marina,vis,11/14/2025,23:19:56,0.0,2,378,young
758,chaotic,chaotic,castro_vis,castro,vis,11/14/2025,23:20:25,0.0,1,379,chaotic
759,stupid,stupid,castro_vis,marina,vis,11/14/2025,23:20:25,0.0,2,379,bad
760,crazy,crazy,castro_vis,castro,vis,11/14/2025,23:21:59,0.0,1,380,chaotic
761,drunk,drunk,castro_vis,marina,vis,11/14/2025,23:21:59,0.0,2,380,chaotic
762,whacky,whacky,castro_vis,castro,vis,11/14/2025,23:22:48,0.0,1,381,chaotic
763,barbie,barbie,castro_vis,marina,vis,11/14/2025,23:22:48,0.0,2,381,normative
764,gay,gay,castro_vis,castro,vis,11/14/2025,23:22:51,0.0,1,382,gay
765,waterside,waterside,castro_vis,marina,vis,11/14/2025,23:22:51,0.0,2,382,geography
766,so_fun,fun,castro_vis,marina,vis,11/14/2025,23:23:28,0.0,2,383,fun
767,gay,gay,castro_vis,castro,vis,11/14/2025,23:23:28,0.0,1,383,gay
768,sleepy,sleepy,castro_vis,castro,vis,11/14/2025,23:25:01,0.0,1,384,nice
769,bougie,bougie,castro_vis,marina,vis,11/14/2025,23:25:01,0.0,2,384,gentrified
770,approachable,approachable,castro_vis,castro,vis,11/14/2025,23:25:17,0.0,1,385,nice
771,fratty,frat,castro_vis,marina,vis,11/14/2025,23:25:17,0.0,2,385,other
772,gay,gay,castro_vis,castro,vis,11/14/2025,23:26:08,0.0,1,386,gay
773,white,white,castro_vis,marina,vis,11/14/2025,23:26:08,0.0,2,386,normative
774,fun,fun,castro_vis,castro,vis,11/14/2025,23:26:59,0.0,1,387,fun
775,boring,boring,castro_vis,marina,vis,11/14/2025,23:26:59,0.0,2,387,boring
776,palimpsest,palimpsest,castro_vis,castro,vis,11/14/2025,23:27:13,0.0,1,388,change
777,antediluvian,antediluvian,castro_vis,marina,vis,11/14/2025,23:27:13,0.0,2,388,other
778,quaint,quaint,castro_vis,castro,vis,11/14/2025,23:28:03,0.0,1,389,nice
779,lazy,lazy,castro_vis,marina,vis,11/14/2025,23:28:03,0.0,2,389,boring
780,fun,fun,castro_vis,castro,vis,11/14/2025,23:28:35,0.0,1,390,fun
781,snobby,snobby,castro_vis,marina,vis,11/14/2025,23:28:35,0.0,2,390,gentrified
782,vibrant,vibrant,castro_vis,castro,vis,11/14/2025,23:29:07,0.0,1,391,fun
783,white,white,castro_vis,marina,vis,11/14/2025,23:29:07,0.0,2,391,normative
784,boring,boring,castro_vis,castro,vis,11/14/2025,23:30:36,0.0,1,392,boring
785,na,antitask,castro_vis,marina,vis,11/14/2025,23:30:36,0.0,2,392,antitask
786,gay,gay,castro_vis,castro,vis,11/14/2025,23:31:20,0.0,1,393,gay
787,view,view,castro_vis,marina,vis,11/14/2025,23:31:20,0.0,2,393,geography
788,gay,gay,castro_vis,castro,vis,11/14/2025,23:32:09,0.0,1,394,gay
789,white,white,castro_vis,marina,vis,11/14/2025,23:32:09,0.0,2,394,normative
790,gay,gay,castro_vis,castro,vis,11/14/2025,23:32:53,0.0,1,395,gay
791,straight,straight,castro_vis,marina,vis,11/14/2025,23:32:53,0.0,2,395,normative
792,fascinating,fascinating,mission_res,castro,res,11/14/2025,11:14:32,0.0,1,397,special
793,fascinating,fascinating,mission_res,mission,res,11/14/2025,11:14:32,0.0,2,397,special
794,there’s_always_something_to_do,active,mission_res,mission,res,11/14/2025,11:19:34,1.0,2,398,fun
795,fun,fun,mission_res,castro,res,11/14/2025,11:19:34,0.0,1,398,fun
796,the_hood,hood,mission_res,mission,res,11/14/2025,11:19:50,0.0,2,399,gritty
797,gay,gay,mission_res,castro,res,11/14/2025,11:19:50,0.0,1,399,gay
798,spread_out,spread,mission_res,mission,res,11/14/2025,11:20:31,1.0,2,400,geography
799,large,large,mission_res,castro,res,11/14/2025,11:20:31,1.0,1,400,geography
800,nice,nice,mission_res,castro,res,11/14/2025,11:21:12,0.0,1,401,nice
801,nice,nice,mission_res,mission,res,11/14/2025,11:21:12,0.0,2,401,nice
802,rainbow,rainbow,mission_res,castro,res,11/14/2025,11:22:58,0.0,1,402,gay
803,culture,culture,mission_res,mission,res,11/14/2025,11:22:58,0.0,2,402,diverse
804,na,antitask,mission_res,castro,res,11/14/2025,11:23:45,1.0,1,403,antitask
805,latino,latino,mission_res,mission,res,11/14/2025,11:23:45,0.0,2,403,latino
806,gay,gay,mission_res,castro,res,11/14/2025,11:24:59,0.0,1,404,gay
807,colorful,colorful,mission_res,mission,res,11/14/2025,11:24:59,1.0,2,404,diverse
808,active,active,mission_res,castro,res,11/14/2025,11:26:16,1.0,1,405,fun
809,culture,culture,mission_res,mission,res,11/14/2025,11:26:16,1.0,2,405,diverse
810,mucho_vendeo,commercial,mission_res,mission,res,11/14/2025,11:30:55,1.0,2,406,gentrified
811,no,no,mission_res,castro,res,11/14/2025,11:30:55,1.0,1,406,antitask
812,normal_(para_mi),normal,mission_res,castro,res,11/14/2025,11:31:53,1.0,1,407,normative
813,tambien,tambien,mission_res,mission,res,11/14/2025,11:31:53,0.0,2,407,normative
814,i_don’t_know,antitask,mission_res,mission,res,11/14/2025,11:32:14,1.0,2,408,antitask
815,gay,gay,mission_res,castro,res,11/14/2025,11:32:14,0.0,1,408,gay
816,no_se,antitask,mission_res,castro,res,11/14/2025,11:34:23,1.0,1,409,antitask
817,cultural,cultural,mission_res,mission,res,11/14/2025,11:34:23,0.0,2,409,diverse
818,colorful,colorful,mission_res,castro,res,11/14/2025,11:35:59,1.0,1,410,diverse
819,hispanic,hispanic,mission_res,mission,res,11/14/2025,11:35:59,0.0,2,410,latino
820,vibrant,vibrant,mission_res,castro,res,11/14/2025,11:36:19,1.0,1,411,fun
821,same,vibrant,mission_res,mission,res,11/14/2025,11:36:19,0.0,2,411,fun
822,no_me_gusta,bad,mission_res,castro,res,11/14/2025,11:38:46,0.0,1,412,bad
823,un_poquito_mejor,better,mission_res,mission,res,11/14/2025,11:38:46,0.0,2,412,other
824,gay,gay,mission_res,castro,res,11/14/2025,11:40:38,0.0,1,413,gay
825,fun,fun,mission_res,mission,res,11/14/2025,11:40:38,1.0,2,413,fun
826,puede_estar_mas_limpia,dirty,mission_res,mission,res,11/14/2025,11:40:56,0.0,2,414,gritty
827,bien,bien,mission_res,castro,res,11/14/2025,11:40:56,0.0,1,414,nice
828,fun,fun,mission_res,castro,res,11/14/2025,11:41:29,0.0,1,415,fun
829,gritty,gritty,mission_res,mission,res,11/14/2025,11:41:29,1.0,2,415,gritty
830,igual_(cultural),cultural,mission_res,mission,res,11/14/2025,11:46:52,0.0,2,416,diverse
831,tranquilo,tranquilo,mission_res,castro,res,11/14/2025,11:46:52,0.0,1,416,nice
832,lot_of_hispanics,hispanic,mission_res,mission,res,11/14/2025,11:47:26,1.0,2,417,latino
833,colorful,colorful,mission_res,castro,res,11/14/2025,11:47:26,0.0,1,417,diverse
834,i_don’t_know_i_don’t_come_here_often,antitask,mission_res,mission,res,11/14/2025,11:49:29,1.0,2,418,antitask
835,fun,fun,mission_res,castro,res,11/14/2025,11:49:29,0.0,1,418,fun
836,from_here_gentrified_(turned_out…_and_many_more_words),gentrified,mission_res,mission,res,11/14/2025,11:50:52,0.0,2,419,gentrified
837,chill,chill,mission_res,castro,res,11/14/2025,11:50:52,1.0,1,419,nice
838,famoso,famoso,mission_res,castro,res,11/14/2025,11:51:46,1.0,1,420,special
839,latinos,latino,mission_res,mission,res,11/14/2025,11:51:46,1.0,2,420,latino
840,flamboyant,flamboyant,mission_res,castro,res,11/14/2025,11:52:59,0.0,1,421,gay
841,cultural,cultural,mission_res,mission,res,11/14/2025,11:52:59,1.0,2,421,diverse
842,fun,fun,mission_res,castro,res,11/14/2025,11:57:24,0.0,1,422,fun
843,food,food,mission_res,mission,res,11/14/2025,11:57:24,0.0,2,422,food
844,unique,unique,mission_res,castro,res,11/14/2025,11:59:36,0.0,1,423,other
845,culture,culture,mission_res,mission,res,11/14/2025,11:59:36,0.0,2,423,diverse
846,rainbow,rainbow,mission_res,castro,res,11/14/2025,12:00:30,0.0,1,424,gay
847,fun,fun,mission_res,mission,res,11/14/2025,12:00:30,1.0,2,424,fun
848,excelente,excelente,mission_res,castro,res,11/14/2025,12:03:16,0.0,1,425,fun
849,igual,excelente,mission_res,mission,res,11/14/2025,12:03:16,0.0,2,425,fun
850,rainbow,rainbow,mission_res,castro,res,11/14/2025,12:03:48,0.0,1,426,gay
851,diverse,diverse,mission_res,mission,res,11/14/2025,12:03:48,1.0,2,426,diverse
852,peligroso,peligroso,mission_res,castro,res,11/14/2025,12:04:39,0.0,1,427,gritty
853,igual,peligroso,mission_res,mission,res,11/14/2025,12:04:39,0.0,2,427,gritty
854,no_se,antitask,mission_res,castro,res,11/14/2025,12:05:45,0.0,1,428,antitask
855,es_una_calle_principal_y_es_muy_bonita,pretty,mission_res,mission,res,11/14/2025,12:05:45,0.0,2,428,nice
856,okay,okay,mission_res,castro,res,11/14/2025,12:07:18,1.0,1,429,other
857,bad,bad,mission_res,mission,res,11/14/2025,12:07:18,0.0,2,429,bad
858,entertaining,entertaining,mission_res,castro,res,11/14/2025,12:07:57,0.0,1,430,fun
859,food,food,mission_res,mission,res,11/14/2025,12:07:57,0.0,2,430,food
860,fun_and_cheap_drinks,fun,mission_res,castro,res,11/14/2025,12:08:25,0.0,1,431,fun
861,colorful,colorful,mission_res,mission,res,11/14/2025,12:08:25,1.0,2,431,diverse
862,no_se_(es_una_calle_como_otra),street,mission_res,castro,res,11/14/2025,12:09:06,1.0,1,432,geography
863,latinoamericana,latino,mission_res,mission,res,11/14/2025,12:09:06,1.0,2,432,latino
864,where_the_latinos_used_to_live,latino,mission_res,mission,res,11/14/2025,12:10:36,0.0,2,433,latino
865,lgbtqixyz,lgbtqixyz,mission_res,castro,res,11/14/2025,12:10:36,0.0,1,433,gay
866,surprising,surprising,mission_res,castro,res,11/14/2025,12:10:50,0.0,1,434,special
867,warm,warm,mission_res,mission,res,11/14/2025,12:10:50,1.0,2,434,nice
868,mucho_gay,gay,mission_res,castro,res,11/14/2025,12:12:31,0.0,1,435,gay
869,mucho_latino_comida,latino,mission_res,mission,res,11/14/2025,12:12:31,0.0,2,435,latino
870,distraerse_bares,bars,mission_res,castro,res,11/14/2025,12:13:39,0.0,1,436,institutions
871,latino,latino,mission_res,mission,res,11/14/2025,12:13:39,0.0,2,436,latino
872,just_buildings,buildings,mission_res,mission,res,11/14/2025,12:13:43,0.0,2,437,institutions
873,fun,fun,mission_res,castro,res,11/14/2025,12:13:43,1.0,1,437,fun
874,crowds,crowds,mission_res,castro,res,11/14/2025,12:15:56,0.0,1,438,chaotic
875,food,food,mission_res,mission,res,11/14/2025,12:15:56,0.0,2,438,food
876,fun,fun,mission_res,castro,res,11/14/2025,12:16:53,0.0,1,439,fun
877,fun,fun,mission_res,mission,res,11/14/2025,12:16:53,1.0,2,439,fun
878,fun,fun,mission_res,castro,res,11/14/2025,12:18:26,0.0,1,440,fun
879,fun,fun,mission_res,mission,res,11/14/2025,12:18:26,0.0,2,440,fun
880,gay_pride,gay,mission_res,castro,res,11/14/2025,12:18:55,1.0,1,441,gay
881,nothing,nothing,mission_res,mission,res,11/14/2025,12:18:55,0.0,2,441,antitask
882,pésimo_(cost),expensive,mission_res,castro,res,11/14/2025,12:20:43,0.0,1,442,gentrified
883,pésimo_(cost),expensive,mission_res,mission,res,11/14/2025,12:20:43,0.0,2,442,gentrified
884,historic,historic,mission_res,castro,res,11/14/2025,12:21:56,0.0,1,443,special
885,historic,historic,mission_res,mission,res,11/14/2025,12:21:56,0.0,2,443,special
886,vibrant,vibrant,mission_res,castro,res,11/14/2025,12:23:16,0.0,1,444,fun
887,fun,fun,mission_res,mission,res,11/14/2025,12:23:16,0.0,2,444,fun
888,gay,gay,mission_res,castro,res,11/14/2025,12:23:43,0.0,1,445,gay
889,fun,fun,mission_res,mission,res,11/14/2025,12:23:43,1.0,2,445,fun
890,gay,gay,mission_res,castro,res,11/14/2025,12:24:25,0.0,1,446,gay
891,mexican,mexican,mission_res,mission,res,11/14/2025,12:24:25,0.0,2,446,latino
892,gay,gay,mission_res,castro,res,11/14/2025,12:24:49,0.0,1,447,gay
893,fun,fun,mission_res,mission,res,11/14/2025,12:24:49,0.0,2,447,fun
894,gay,gay,mission_res,castro,res,11/14/2025,12:24:56,0.0,1,448,gay
895,latino,latino,mission_res,mission,res,11/14/2025,12:24:56,0.0,2,448,latino
896,multicultural,multicultural,mission_res,castro,res,11/14/2025,12:27:11,0.0,1,449,diverse
897,same,multicultural,mission_res,mission,res,11/14/2025,12:27:11,0.0,2,449,diverse
898,rainbow,rainbow,mission_res,castro,res,11/14/2025,12:27:36,0.0,1,450,gay
899,diverse,diverse,mission_res,mission,res,11/14/2025,12:27:36,1.0,2,450,diverse
900,gay,gay,mission_res,castro,res,11/14/2025,12:28:09,0.0,1,451,gay
901,latina/o,latino,mission_res,mission,res,11/14/2025,12:28:09,0.0,2,451,latino
902,cultural,cultural,mission_res,castro,res,11/14/2025,12:28:11,0.0,1,452,diverse
903,food,food,mission_res,mission,res,11/14/2025,12:28:11,1.0,2,452,food
904,i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:30:11,1.0,2,453,antitask
905,gay,gay,mission_res,castro,res,11/14/2025,12:30:11,0.0,1,453,gay
906,mas_peligroso,peligroso,mission_res,mission,res,11/14/2025,12:31:38,0.0,2,454,gritty
907,normal,normal,mission_res,castro,res,11/14/2025,12:31:38,0.0,1,454,normative
908,fun,fun,mission_res,castro,res,11/14/2025,12:33:40,0.0,1,455,fun
909,fun,fun,mission_res,mission,res,11/14/2025,12:33:40,1.0,2,455,fun
910,fun,fun,mission_res,castro,res,11/14/2025,12:33:42,0.0,1,456,fun
911,fun,fun,mission_res,mission,res,11/14/2025,12:33:42,0.0,2,456,fun
912,tourists,tourists,mission_res,castro,res,11/14/2025,12:34:14,0.0,1,457,other
913,culture,culture,mission_res,mission,res,11/14/2025,12:34:14,0.0,2,457,diverse
914,gay,gay,mission_res,castro,res,11/14/2025,12:36:59,0.0,1,458,gay
915,sunny,sunny,mission_res,mission,res,11/14/2025,12:36:59,0.0,2,458,weather
916,people_go_for_a_fun_time,fun,mission_res,castro,res,11/14/2025,12:37:12,1.0,1,459,fun
917,community,community,mission_res,mission,res,11/14/2025,12:37:12,0.0,2,459,community
918,gay,gay,mission_res,castro,res,11/14/2025,12:38:01,0.0,1,460,gay
919,fun,fun,mission_res,mission,res,11/14/2025,12:38:01,1.0,2,460,fun
920,i_don’t_come_here_often,antitask,mission_res,mission,res,11/14/2025,12:40:31,1.0,2,461,antitask
921,gay,gay,mission_res,castro,res,11/14/2025,12:40:31,0.0,1,461,gay
922,vibrant,vibrant,mission_res,castro,res,11/14/2025,12:41:45,0.0,1,462,fun
923,vibrant,vibrant,mission_res,mission,res,11/14/2025,12:41:45,0.0,2,462,fun
924,cultural,cultural,mission_res,castro,res,11/14/2025,12:42:36,0.0,1,463,diverse
925,fun,fun,mission_res,mission,res,11/14/2025,12:42:36,0.0,2,463,fun
926,flamboyant,flamboyant,mission_res,castro,res,11/14/2025,12:44:06,0.0,1,464,gay
